Date,Open,High,Low,Close,Adj Close,Volume
2019-01-04,48.950001,49.430000,47.139999,49.000000,45.402275,2314600
2019-01-07,49.220001,50.889999,48.900002,50.669998,46.949657,1372900
2019-01-08,51.689999,51.720001,50.770000,51.000000,47.255428,1903200
2019-01-09,51.900002,53.849998,51.150002,53.509998,49.581142,1862200
2019-01-10,52.830002,54.630001,52.680000,53.970001,50.007362,1529700
2019-01-11,53.259998,53.580002,52.520000,53.430000,49.507011,998800
2019-01-14,52.990002,53.610001,52.799999,53.230000,49.321697,1450600
2019-01-15,54.099998,54.259998,52.900002,53.389999,49.469952,1314200
2019-01-16,53.060001,53.599998,52.830002,52.900002,49.015930,868600
2019-01-17,52.020000,53.849998,51.770000,53.580002,49.646000,1179200
2019-01-18,54.380001,54.529999,53.549999,54.139999,50.164886,1560400
2019-01-22,53.310001,53.310001,51.840000,52.009998,48.191269,1934200
2019-01-23,52.200001,52.240002,50.000000,50.680000,46.958923,1540900
2019-01-24,50.619999,52.860001,50.619999,52.570000,48.710159,1653700
2019-01-25,53.049999,53.740002,52.450001,53.419998,49.497749,1618300
2019-01-28,52.410000,52.750000,51.590000,52.410000,48.561901,1091200
2019-01-29,53.439999,54.830002,53.320000,53.860001,49.905441,2623800
2019-01-30,54.669998,57.520000,52.910000,56.830002,52.657375,2836900
2019-01-31,58.000000,58.279999,55.259998,55.990002,51.879055,2209800
2019-02-01,56.279999,56.970001,55.520000,56.549999,52.397934,1501400
2019-02-04,56.000000,57.310001,55.799999,57.099998,52.907547,1164600
2019-02-05,57.099998,57.490002,56.279999,56.470001,52.323807,1055500
2019-02-06,56.150002,57.209999,56.049999,57.130001,52.935349,1284100
2019-02-07,56.299999,56.470001,54.730000,55.750000,52.306728,1130400
2019-02-08,55.490002,55.830002,54.509998,55.439999,52.015873,885200
2019-02-11,54.900002,55.810001,54.619999,55.680000,52.241055,1737600
2019-02-12,56.700001,57.310001,55.910000,56.049999,52.588203,1074000
2019-02-13,56.439999,57.490002,56.349998,56.500000,53.010406,898500
2019-02-14,56.330002,57.330002,56.000000,56.980000,53.460762,666500
2019-02-15,57.759998,58.099998,56.689999,57.400002,53.854820,1364300
2019-02-19,56.910000,58.439999,56.910000,58.049999,54.464676,1237800
2019-02-20,58.110001,58.490002,56.939999,57.070000,53.545200,1400700
2019-02-21,56.950001,56.950001,55.200001,55.560001,52.128464,1388400
2019-02-22,56.180000,56.240002,54.689999,55.020000,51.621815,1551900
2019-02-25,54.500000,55.270000,54.430000,54.860001,51.471695,1820400
2019-02-26,54.910000,55.369999,53.810001,53.860001,50.533459,1072000
2019-02-27,54.099998,55.049999,53.799999,54.150002,50.805553,755500
2019-02-28,54.200001,54.279999,51.990002,54.200001,50.852459,1883200
2019-03-01,54.450001,54.959999,54.070000,54.950001,51.556141,1203600
2019-03-04,54.950001,55.220001,53.430000,54.299999,50.946285,1531300
2019-03-05,54.349998,54.419998,53.560001,54.040001,50.702347,787700
2019-03-06,53.810001,54.340000,53.290001,54.169998,50.824314,1811000
2019-03-07,54.380001,54.660000,53.560001,54.560001,51.190231,1754700
2019-03-08,53.220001,53.849998,52.410000,52.810001,49.548313,1382400
2019-03-11,53.209999,54.520000,53.040001,54.270000,50.918140,1045300
2019-03-12,54.660000,55.630001,54.220001,55.189999,51.781315,1132500
2019-03-13,55.820000,56.360001,54.650002,55.180000,51.771935,1178100
2019-03-14,55.230000,55.680000,54.910000,55.270000,51.856377,907200
2019-03-15,53.810001,54.900002,53.740002,54.549999,51.180847,2909500
2019-03-18,54.759998,56.419998,54.500000,56.270000,52.794613,1006400
2019-03-19,56.560001,57.099998,55.310001,55.599998,52.165997,1123200
2019-03-20,55.560001,57.000000,55.220001,56.369999,52.888432,1185100
2019-03-21,56.330002,56.770000,55.880001,56.509998,53.019787,605700
2019-03-22,55.880001,55.880001,54.230000,54.480000,51.115166,705500
2019-03-25,54.099998,55.160000,53.720001,54.980000,51.584290,703200
2019-03-26,55.889999,56.490002,55.500000,55.630001,52.194141,764800
2019-03-27,55.439999,56.080002,54.490002,55.110001,51.706257,749700
2019-03-28,54.709999,57.029999,54.709999,56.869999,53.357552,981700
2019-03-29,57.540001,57.720001,55.419998,55.560001,52.128464,1234900
2019-04-01,56.330002,57.770000,55.990002,57.520000,53.967411,1062000
2019-04-02,57.529999,57.869999,56.770000,57.000000,53.479527,978500
2019-04-03,57.360001,57.750000,55.669998,56.110001,52.644493,1117300
2019-04-04,56.169998,57.459999,55.630001,57.080002,53.554585,927300
2019-04-05,57.470001,58.799999,57.040001,58.400002,54.793056,1150500
2019-04-08,58.720001,59.540001,58.090000,58.700001,55.074535,1507300
2019-04-09,58.529999,58.740002,57.619999,58.130001,54.539734,955300
2019-04-10,58.529999,59.840000,58.320000,59.480000,55.806355,1402800
2019-04-11,59.349998,60.509998,58.720001,59.090000,55.440445,1097900
2019-04-12,60.189999,60.730000,59.490002,60.320000,56.594475,1178800
2019-04-15,60.209999,60.439999,59.500000,60.130001,56.416210,989200
2019-04-16,60.720001,61.869999,60.310001,61.830002,58.011211,860300
2019-04-17,62.049999,62.630001,61.910000,62.240002,58.395889,850300
2019-04-18,62.290001,62.849998,61.950001,62.520000,58.658600,1040500
2019-04-22,63.450001,64.800003,62.980000,64.510002,60.525688,1084900
2019-04-23,64.419998,64.580002,62.779999,63.009998,59.118328,1382400
2019-04-24,63.230000,63.360001,60.770000,60.900002,57.138653,1333100
2019-04-25,62.830002,64.099998,60.450001,61.439999,57.645298,2052300
2019-04-26,60.459999,60.709999,58.380001,58.709999,55.083912,1386400
2019-04-29,58.709999,58.889999,57.700001,58.419998,54.811821,959700
2019-04-30,58.810001,59.000000,57.799999,58.520000,54.905647,1387200
2019-05-01,58.250000,58.790001,56.189999,56.240002,52.766464,1179300
2019-05-02,55.770000,57.400002,55.459999,56.689999,53.188671,1448400
2019-05-03,57.430000,57.930000,57.090000,57.549999,53.995556,945400
2019-05-06,56.860001,57.779999,56.639999,57.490002,53.939262,795300
2019-05-07,56.700001,57.169998,56.160000,57.130001,53.601498,669300
2019-05-08,57.230000,57.880001,57.099998,57.139999,53.610878,782400
2019-05-09,56.580002,58.459999,56.529999,58.439999,54.830589,924000
2019-05-10,57.730000,57.730000,55.610001,57.470001,54.583649,1132700
2019-05-13,57.029999,57.240002,56.000000,56.880001,54.023277,776700
2019-05-14,57.529999,59.680000,57.380001,58.820000,55.865841,1379400
2019-05-15,57.970001,58.779999,57.250000,57.930000,55.020542,1167500
2019-05-16,58.200001,58.349998,57.259998,58.080002,55.163013,889500
2019-05-17,57.389999,57.660000,55.040001,55.480000,52.693592,1373000
2019-05-20,55.380001,55.730000,54.830002,55.009998,52.247196,1055200
2019-05-21,55.259998,56.180000,55.099998,55.529999,52.741081,1112600
2019-05-22,55.099998,55.470001,53.450001,54.110001,51.392395,786600
2019-05-23,52.790001,52.860001,50.980000,51.230000,48.657040,1496900
2019-05-24,51.980000,52.189999,50.419998,50.470001,47.935215,922900
2019-05-28,50.660000,50.660000,49.130001,49.240002,46.766987,2045800
2019-05-29,48.849998,51.169998,48.830002,51.000000,48.438591,1959900
2019-05-30,50.980000,51.830002,49.910000,50.180000,47.659779,1018400
2019-05-31,49.080002,49.889999,48.799999,48.910000,46.453560,1045100
2019-06-03,49.099998,50.160000,48.650002,49.790001,47.289364,1113200
2019-06-04,50.330002,50.730000,49.860001,50.330002,47.802246,1191300
2019-06-05,50.700001,51.430000,49.439999,51.000000,48.438591,1621500
2019-06-06,51.150002,51.990002,50.790001,51.180000,48.609550,1543300
2019-06-07,51.669998,52.389999,50.619999,51.889999,49.283894,1466000
2019-06-10,51.939999,52.369999,50.389999,50.660000,48.115673,1544300
2019-06-11,51.290001,51.849998,50.619999,51.340000,48.761520,1138000
2019-06-12,50.810001,51.070000,49.250000,49.439999,46.956940,1583800
2019-06-13,50.450001,50.930000,49.400002,50.250000,47.726257,1688000
2019-06-14,50.240002,50.240002,48.380001,48.400002,45.969177,1449600
2019-06-17,48.099998,49.290001,48.099998,48.700001,46.254108,2655200
2019-06-18,48.970001,50.169998,48.820000,49.520000,47.032921,1420100
2019-06-19,49.290001,49.799999,48.520000,49.130001,46.662514,1100600
2019-06-20,50.450001,51.389999,49.900002,51.070000,48.505077,1749300
2019-06-21,51.230000,52.360001,50.980000,51.110001,48.543068,2077200
2019-06-24,51.080002,51.299999,49.810001,49.990002,47.479321,1021800
2019-06-25,49.619999,49.939999,48.720001,48.810001,46.358585,1196000
2019-06-26,49.540001,50.740002,49.110001,49.720001,47.222881,1092000
2019-06-27,49.759998,50.419998,49.480000,49.740002,47.241875,772100
2019-06-28,49.779999,50.689999,49.779999,50.619999,48.077675,1053900
2019-07-01,51.750000,52.400002,50.959999,51.419998,48.837498,1081000
2019-07-02,50.990002,51.049999,49.259998,49.430000,46.947445,1661700
2019-07-03,49.410000,49.500000,48.750000,49.320000,46.842968,642800
2019-07-05,49.139999,50.040001,49.020000,50.029999,47.517307,627300
2019-07-08,49.779999,51.070000,49.540001,50.599998,48.058678,812700
2019-07-09,50.250000,50.820000,49.830002,50.560001,48.020695,1780600
2019-07-10,51.189999,51.990002,51.009998,51.830002,49.226910,1123900
2019-07-11,51.770000,52.200001,51.540001,51.770000,49.169922,2157700
2019-07-12,51.900002,53.060001,51.730000,52.150002,49.530838,1123200
2019-07-15,52.320000,52.480000,51.220001,51.290001,48.714031,1071700
2019-07-16,51.189999,52.020000,50.180000,50.590000,48.049187,1386600
2019-07-17,50.570000,50.730000,49.980000,50.040001,47.526810,1289900
2019-07-18,49.810001,50.820000,49.570000,50.619999,48.077675,1246300
2019-07-19,50.680000,51.349998,50.240002,51.279999,48.704529,886500
2019-07-22,51.480000,52.169998,50.200001,50.860001,48.305626,954200
2019-07-23,51.000000,51.130001,49.250000,50.259998,47.735760,1678800
2019-07-24,50.369999,51.259998,50.180000,50.900002,48.343613,1560900
2019-07-25,49.500000,49.639999,47.020000,48.990002,46.529545,2652900
2019-07-26,49.029999,49.509998,47.610001,48.060001,45.646252,1744800
2019-07-29,48.110001,48.599998,47.660000,47.720001,45.323330,1487100
2019-07-30,47.290001,49.650002,47.290001,49.410000,46.928448,1229900
2019-07-31,49.330002,50.340000,48.750000,49.680000,47.184887,2528600
2019-08-01,48.810001,48.810001,46.000000,46.910000,44.554012,1672600
2019-08-02,46.990002,47.330002,45.700001,46.130001,43.813187,1270500
2019-08-05,45.060001,45.169998,43.490002,43.730000,41.533718,1567400
2019-08-06,43.930000,44.240002,41.669998,43.840000,41.638195,1987300
2019-08-07,42.660000,43.799999,42.220001,43.500000,41.315269,1947800
2019-08-08,43.910000,44.099998,43.139999,43.959999,41.752167,1727200
2019-08-09,43.389999,43.439999,42.139999,42.709999,41.230869,1756800
2019-08-12,42.349998,42.490002,41.090000,41.279999,39.850391,1913300
2019-08-13,40.889999,42.189999,40.250000,40.490002,39.087757,1987300
2019-08-14,39.500000,40.200001,39.070000,39.410000,38.045158,1843200
2019-08-15,39.290001,39.730000,38.779999,39.169998,37.813465,1232200
2019-08-16,39.330002,39.700001,39.060001,39.410000,38.045158,1383900
2019-08-19,40.200001,40.330002,39.439999,39.830002,38.450611,1662400
2019-08-20,39.639999,39.730000,38.650002,38.959999,37.610741,1246800
2019-08-21,39.529999,39.910000,39.240002,39.270000,37.910004,901500
2019-08-22,39.570000,40.189999,39.000000,39.040001,37.687969,1240700
2019-08-23,38.450001,39.270000,36.869999,37.060001,35.776543,1469300
2019-08-26,37.580002,37.910000,36.990002,37.080002,35.795849,1056300
2019-08-27,37.389999,37.689999,36.220001,36.650002,35.380741,1924000
2019-08-28,36.830002,37.380001,36.480000,36.820000,35.544853,2075000
2019-08-29,37.349998,37.910000,37.099998,37.250000,35.959961,1997200
2019-08-30,37.470001,38.340000,37.340000,37.590000,36.288185,1527800
2019-09-03,36.599998,36.939999,36.060001,36.360001,35.100784,1445900
2019-09-04,37.250000,37.610001,36.689999,37.090000,35.805504,1458500
2019-09-05,37.630001,38.189999,37.090000,37.610001,36.307495,1660300
2019-09-06,37.369999,38.840000,36.779999,38.430000,37.099094,2292200
2019-09-09,38.910000,41.779999,38.910000,41.720001,40.275154,1871100
2019-09-10,42.259998,43.240002,41.840000,42.160000,40.699921,1705200
2019-09-11,42.259998,43.590000,41.580002,42.650002,41.172951,1857000
2019-09-12,40.810001,41.630001,40.009998,40.759998,39.348400,1651800
2019-09-13,41.169998,41.840000,40.750000,41.459999,40.024162,965100
2019-09-16,44.310001,47.450001,43.770000,47.400002,45.758450,3447600
2019-09-17,46.840000,46.919998,43.740002,44.060001,42.534119,2534300
2019-09-18,43.259998,44.439999,43.020000,43.580002,42.070740,1048600
2019-09-19,44.330002,44.439999,42.980000,43.009998,41.520477,907900
2019-09-20,43.139999,43.869999,42.869999,43.240002,41.742519,2254700
2019-09-23,43.000000,43.480000,42.380001,43.330002,41.829399,678600
2019-09-24,42.900002,42.900002,40.389999,40.759998,39.348400,1153300
2019-09-25,39.900002,41.349998,39.570000,41.080002,39.657322,1004900
2019-09-26,41.080002,41.200001,40.099998,41.070000,39.647667,1219600
2019-09-27,40.230000,41.349998,39.939999,40.570000,39.164982,1396000
2019-09-30,39.660000,40.230000,39.180000,40.070000,38.682297,1488200
2019-10-01,40.480000,40.830002,39.150002,39.200001,37.842430,1068400
2019-10-02,39.090000,39.830002,38.299999,38.490002,37.157021,1111800
2019-10-03,38.150002,38.840000,37.650002,38.830002,37.485245,1427900
2019-10-04,38.759998,39.299999,38.060001,38.310001,36.983253,1198900
2019-10-07,38.669998,38.959999,37.180000,37.240002,35.950306,2585100
2019-10-08,36.400002,37.270000,35.740002,36.619999,35.351776,2670500
2019-10-09,37.270000,37.270000,36.250000,36.400002,35.139400,1902700
2019-10-10,36.880001,37.080002,36.209999,36.740002,35.467625,1348200
2019-10-11,37.459999,38.869999,37.299999,38.349998,37.021862,1176100
2019-10-14,37.570000,38.169998,36.689999,37.849998,36.539181,1038900
2019-10-15,37.580002,38.770000,37.410000,37.650002,36.346107,1623400
2019-10-16,37.630001,38.250000,37.520000,37.689999,36.384720,1910900
2019-10-17,37.910000,38.110001,36.580002,36.650002,35.380741,1836500
2019-10-18,36.730000,37.330002,36.349998,36.560001,35.293858,1474500
2019-10-21,36.570000,38.680000,36.470001,38.430000,37.099094,1235100
2019-10-22,38.680000,39.560001,37.849998,39.160000,37.803810,1182200
2019-10-23,38.910000,39.950001,38.200001,39.220001,37.861736,1256800
2019-10-24,39.320000,39.470001,38.299999,39.330002,37.967930,1238100
2019-10-25,39.410000,40.279999,39.230000,40.250000,38.856064,1428900
2019-10-28,40.560001,40.779999,39.380001,39.639999,38.267189,1496700
2019-10-29,39.259998,39.959999,39.000000,39.820000,38.440956,1578100
2019-10-30,40.009998,40.369999,37.869999,38.099998,36.780521,1714000
2019-10-31,37.950001,38.230000,37.029999,37.500000,36.201302,1795600
2019-11-01,37.980000,40.310001,37.790001,40.180000,38.788490,1363000
2019-11-04,41.000000,42.000000,40.779999,41.880001,40.429615,1814500
2019-11-05,42.040001,42.160000,41.049999,41.490002,40.053123,1784300
2019-11-06,41.380001,41.970001,40.250000,40.500000,39.097408,1971000
2019-11-07,40.610001,41.150002,40.320000,40.790001,40.080002,1471600
2019-11-08,40.230000,40.880001,39.880001,40.750000,40.750000,1648900
2019-11-11,39.849998,41.279999,39.759998,41.180000,41.180000,1035300
2019-11-12,41.279999,41.349998,39.939999,40.189999,40.189999,1595300
2019-11-13,39.750000,39.950001,39.070000,39.220001,39.220001,1253900
2019-11-14,39.389999,40.020000,39.290001,39.320000,39.320000,1623600
2019-11-15,40.320000,41.849998,39.779999,40.560001,40.560001,3253400
2019-11-18,40.029999,40.209999,38.230000,38.840000,38.840000,1812400
2019-11-19,38.110001,38.639999,37.400002,38.410000,38.410000,1366600
